type,date,bottom,top,lower,upper,median,mean,region,confidence
nowcast,2021-02-13,0,1,0,0,0,0.30612244897959184,Atsimo-Andrefana,1
nowcast,2021-02-14,0,1,0,0,0,0.3064516129032258,Atsimo-Andrefana,1
nowcast,2021-02-15,0,1,0,0,0,0.3717948717948718,Atsimo-Andrefana,1
nowcast,2021-02-16,0,1,0,0,0,0.40816326530612246,Atsimo-Andrefana,1
nowcast,2021-02-17,0,1,0,0,0,0.3898305084745763,Atsimo-Andrefana,1
nowcast,2021-02-18,0,1,0,0,0,0.35714285714285715,Atsimo-Andrefana,1
nowcast,2021-02-19,0,1,0,0,0,0.3850574712643678,Atsimo-Andrefana,1
nowcast,2021-02-20,0,1,0,0,0,0.34,Atsimo-Andrefana,1
nowcast,2021-02-21,0,1,0,0,0,0.43902439024390244,Atsimo-Andrefana,1
nowcast,2021-02-22,0,1,0,0,0,0.5316901408450704,Atsimo-Andrefana,1
nowcast,2021-02-23,0,1,0,0,0,0.5143769968051118,Atsimo-Andrefana,1
nowcast,2021-02-24,0,1,0,0,0,0.5906593406593407,Atsimo-Andrefana,1
nowcast,2021-02-25,0,1,0,0,0,0.5420792079207921,Atsimo-Andrefana,1
nowcast,2021-02-26,0,2,0,1,1,0.7080459770114943,Atsimo-Andrefana,1
nowcast,2021-02-27,0,2,0,1,1,0.7934782608695652,Atsimo-Andrefana,1
nowcast,2021-02-28,0,2,0,1,1,0.9184100418410042,Atsimo-Andrefana,1
nowcast,2021-03-01,0,2,0,1,1,1.1314168377823408,Atsimo-Andrefana,1
nowcast,2021-03-02,0,3,0,1,1,1.2121212121212122,Atsimo-Andrefana,1
nowcast,2021-03-03,0,3,0,1,1,1.6224899598393574,Atsimo-Andrefana,1
nowcast,2021-03-04,0,4,1,2,2,1.8,Atsimo-Andrefana,1
nowcast,2021-03-05,0,4,2,3,2,2.162,Atsimo-Andrefana,1
nowcast,2021-03-06,0,4,0,2,2,2.496,Atsimo-Andrefana,0.999998836243943
nowcast,2021-03-07,0,5,1,3,3,2.906,Atsimo-Andrefana,0.9999895910175258
nowcast,2021-03-08,0,5,1,3,3,3.126,Atsimo-Andrefana,0.9999642222835966
nowcast,2021-03-09,1,6,1,3,3,3.34,Atsimo-Andrefana,0.9999212569011104
nowcast,2021-03-10,1,6,1,3,3,3.44,Atsimo-Andrefana,0.9998675435586623
nowcast,2021-03-11,1,6,1,3,3,3.522,Atsimo-Andrefana,0.9998001902575047
nowcast,2021-03-12,1,6,1,3,3,3.358,Atsimo-Andrefana,0.9997020194902767
nowcast,2021-03-13,1,6,1,3,3,3.154,Atsimo-Andrefana,0.9995528073353311
nowcast,2021-03-14,0,5,1,3,3,2.994,Atsimo-Andrefana,0.99935989953339055
nowcast,2021-03-15,0,5,1,3,3,2.864,Atsimo-Andrefana,0.9991164291010131
nowcast,2021-03-16,1,6,1,3,3,3.178,Atsimo-Andrefana,0.9987854199440428
nowcast,2021-03-17,0,6,2,4,3,3.472,Atsimo-Andrefana,0.9983411563680392
nowcast,2021-03-18,1,7,2,4,4,4.158,Atsimo-Andrefana,0.9977723398801563
nowcast,2021-03-19,2,8,3,5,4,4.664,Atsimo-Andrefana,0.9970554691987857
nowcast,2021-03-20,1,8,2,5,5,5.244,Atsimo-Andrefana,0.9961458544306931
nowcast,2021-03-21,2,10,3,6,6,6.278,Atsimo-Andrefana,0.9949365174225584
nowcast,2021-03-22,3,11,4,7,7,6.99,Atsimo-Andrefana,0.9933596437984435
nowcast,2021-03-23,3,12,6,9,8,7.796,Atsimo-Andrefana,0.9913334146865016
nowcast,2021-03-24,3,12,6,9,8,8.374,Atsimo-Andrefana,0.9887673758529808
nowcast,2021-03-25,3,13,5,9,9,8.924,Atsimo-Andrefana,0.9855207367600621
nowcast,2021-03-26,5,15,6,10,9,9.822,Atsimo-Andrefana,0.9813729911456681
nowcast,2021-03-27,5,15,7,11,10,10.526,Atsimo-Andrefana,0.9760529812974398
nowcast,2021-03-28,6,16,8,12,11,11.174,Atsimo-Andrefana,0.9692748005245954
nowcast,2021-03-29,6,17,9,13,12,12.21,Atsimo-Andrefana,0.9606493927162211
nowcast,2021-03-30,6,18,8,13,13,12.934,Atsimo-Andrefana,0.9497009277245847
nowcast,2021-03-31,7,19,9,14,14,13.726,Atsimo-Andrefana,0.9357875367685627
nowcast,2021-04-01,8,21,10,15,15,15.038,Atsimo-Andrefana,0.9180792245458897
nowcast,2021-04-02,9,22,11,16,15,15.614,Atsimo-Andrefana,0.8954970874535302
nowcast,2021-04-03,9,23,13,18,17,16.93,Atsimo-Andrefana,0.8666329070396412
nowcast,2021-04-04,10,25,12,18,18,18.094,Atsimo-Andrefana,0.829648823839756
nowcast,2021-04-05,11,28,13,20,19,19.6,Atsimo-Andrefana,0.7821713548313236
nowcast,2021-04-06,12,30,15,23,20,21.182,Atsimo-Andrefana,0.7212370344513875
nowcast,2021-04-07,12,34,16,24,22,23.374,Atsimo-Andrefana,0.6434549381205754
Observed by report date,2021-03-16,NA,NA,NA,NA,22,NA,Atsimo-Andrefana,1
Observed by report date,2021-03-17,NA,NA,NA,NA,5,NA,Atsimo-Andrefana,1
Observed by report date,2021-03-18,NA,NA,NA,NA,0,NA,Atsimo-Andrefana,1
Observed by report date,2021-03-19,NA,NA,NA,NA,0,NA,Atsimo-Andrefana,1
Observed by report date,2021-03-20,NA,NA,NA,NA,3,NA,Atsimo-Andrefana,1
Observed by report date,2021-03-21,NA,NA,NA,NA,2,NA,Atsimo-Andrefana,1
Observed by report date,2021-03-22,NA,NA,NA,NA,0,NA,Atsimo-Andrefana,1
Observed by report date,2021-03-23,NA,NA,NA,NA,0,NA,Atsimo-Andrefana,1
Observed by report date,2021-03-24,NA,NA,NA,NA,0,NA,Atsimo-Andrefana,1
Observed by report date,2021-03-25,NA,NA,NA,NA,3,NA,Atsimo-Andrefana,1
Observed by report date,2021-03-26,NA,NA,NA,NA,0,NA,Atsimo-Andrefana,1
Observed by report date,2021-03-27,NA,NA,NA,NA,8,NA,Atsimo-Andrefana,1
Observed by report date,2021-03-28,NA,NA,NA,NA,0,NA,Atsimo-Andrefana,1
Observed by report date,2021-03-29,NA,NA,NA,NA,3,NA,Atsimo-Andrefana,1
Observed by report date,2021-03-30,NA,NA,NA,NA,6,NA,Atsimo-Andrefana,1
Observed by report date,2021-03-31,NA,NA,NA,NA,0,NA,Atsimo-Andrefana,1
Observed by report date,2021-04-01,NA,NA,NA,NA,14,NA,Atsimo-Andrefana,1
Observed by report date,2021-04-02,NA,NA,NA,NA,9,NA,Atsimo-Andrefana,1
Observed by report date,2021-04-03,NA,NA,NA,NA,15,NA,Atsimo-Andrefana,1
Observed by report date,2021-04-04,NA,NA,NA,NA,7,NA,Atsimo-Andrefana,1
Observed by report date,2021-04-05,NA,NA,NA,NA,4,NA,Atsimo-Andrefana,1
Observed by report date,2021-04-06,NA,NA,NA,NA,5,NA,Atsimo-Andrefana,1
Observed by report date,2021-04-07,NA,NA,NA,NA,10,NA,Atsimo-Andrefana,1
Observed by report date,2021-04-08,NA,NA,NA,NA,16,NA,Atsimo-Andrefana,1
Observed by report date,2021-04-09,NA,NA,NA,NA,13,NA,Atsimo-Andrefana,1
Observed by report date,2021-04-10,NA,NA,NA,NA,26,NA,Atsimo-Andrefana,1
Observed by report date,2021-04-11,NA,NA,NA,NA,8,NA,Atsimo-Andrefana,1
Observed by report date,2021-04-12,NA,NA,NA,NA,0,NA,Atsimo-Andrefana,1
Observed by report date,2021-04-13,NA,NA,NA,NA,25,NA,Atsimo-Andrefana,1
Observed by report date,2021-04-14,NA,NA,NA,NA,30,NA,Atsimo-Andrefana,1
Observed by report date,2021-04-15,NA,NA,NA,NA,19,NA,Atsimo-Andrefana,1
nowcast,2021-01-29,1,1,1,1,1,1,Atsinanana,1
nowcast,2021-01-30,0,0,0,0,0,0,Atsinanana,1
nowcast,2021-01-31,0,1,0,0,0,0.3333333333333333,Atsinanana,1
nowcast,2021-02-01,0,1,0,1,0.5,0.5,Atsinanana,1
nowcast,2021-02-02,0,1,0,0,0,0.4444444444444444,Atsinanana,1
nowcast,2021-02-03,0,1,0,0,0,0.38461538461538464,Atsinanana,1
nowcast,2021-02-04,0,1,0,0,0,0.4,Atsinanana,1
nowcast,2021-02-05,0,0,0,0,0,0.047619047619047616,Atsinanana,1
nowcast,2021-02-06,0,1,0,0,0,0.40625,Atsinanana,1
nowcast,2021-02-07,0,1,0,0,0,0.2631578947368421,Atsinanana,1
nowcast,2021-02-08,0,1,0,0,0,0.37254901960784315,Atsinanana,1
nowcast,2021-02-09,0,1,0,0,0,0.37142857142857144,Atsinanana,1
nowcast,2021-02-10,0,1,0,0,0,0.2857142857142857,Atsinanana,1
nowcast,2021-02-11,0,1,0,0,0,0.34579439252336447,Atsinanana,1
nowcast,2021-02-12,0,1,0,0,0,0.3333333333333333,Atsinanana,1
nowcast,2021-02-13,0,1,0,0,0,0.46875,Atsinanana,1
nowcast,2021-02-14,0,1,0,0,0,0.4946808510638298,Atsinanana,1
nowcast,2021-02-15,0,1,0,0,0,0.3891402714932127,Atsinanana,1
nowcast,2021-02-16,0,1,0,0,0,0.42857142857142855,Atsinanana,1
nowcast,2021-02-17,0,1,0,0,0,0.4965277777777778,Atsinanana,1
nowcast,2021-02-18,0,1,0,0,0,0.5062111801242236,Atsinanana,1
nowcast,2021-02-19,0,2,0,1,1,0.7029972752043597,Atsinanana,1
nowcast,2021-02-20,0,2,0,1,1,0.7677261613691931,Atsinanana,1
nowcast,2021-02-21,0,2,0,1,1,0.7775229357798165,Atsinanana,1
nowcast,2021-02-22,0,2,0,1,1,0.9606126914660832,Atsinanana,1
nowcast,2021-02-23,0,3,0,1,1,1.1708860759493671,Atsinanana,1
nowcast,2021-02-24,0,3,0,1,1,1.3731958762886598,Atsinanana,1
nowcast,2021-02-25,0,4,1,2,2,1.7947154471544715,Atsinanana,1
nowcast,2021-02-26,0,4,0,2,2,2.0985915492957745,Atsinanana,1
nowcast,2021-02-27,0,5,0,2,2,2.5430861723446894,Atsinanana,1
nowcast,2021-02-28,0,6,1,3,3,3.014,Atsinanana,1
nowcast,2021-03-01,1,7,2,4,3,3.662,Atsinanana,1
nowcast,2021-03-02,1,8,1,4,4,4.594,Atsinanana,1
nowcast,2021-03-03,2,9,2,5,5,5.474,Atsinanana,1
nowcast,2021-03-04,2,10,3,6,6,6.04,Atsinanana,1
nowcast,2021-03-05,3,11,5,8,7,7.49,Atsinanana,1
nowcast,2021-03-06,3,12,6,9,8,8.398,Atsinanana,0.9999991800737188
nowcast,2021-03-07,4,14,6,10,9,9.492,Atsinanana,0.9999871009030464
nowcast,2021-03-08,4,15,7,11,10,10.632,Atsinanana,0.9999598553959596
nowcast,2021-03-09,6,16,8,12,11,11.52,Atsinanana,0.9999158026150498
nowcast,2021-03-10,7,17,8,12,12,12.072,Atsinanana,0.9998607260058564
nowcast,2021-03-11,6,17,9,13,12,12.248,Atsinanana,0.9997881211134644
nowcast,2021-03-12,7,18,10,14,13,12.626,Atsinanana,0.9996777445621495
nowcast,2021-03-13,7,18,9,13,12,12.78,Atsinanana,0.9995211430470868
nowcast,2021-03-14,7,18,10,14,13,13.192,Atsinanana,0.9993202219004939
nowcast,2021-03-15,7,18,10,14,13,13.548,Atsinanana,0.9990680740073002
nowcast,2021-03-16,9,20,11,15,14,14.134,Atsinanana,0.9987177900832114
nowcast,2021-03-17,7,20,10,15,15,14.838,Atsinanana,0.998254396454697
nowcast,2021-03-18,8,20,11,16,15,15.138,Atsinanana,0.9976640673722946
nowcast,2021-03-19,10,22,11,16,16,15.728,Atsinanana,0.9969183625798532
nowcast,2021-03-20,8,20,13,17,16,15.558,Atsinanana,0.9959517657948063
nowcast,2021-03-21,8,21,11,16,15,15.208,Atsinanana,0.9946837470349982
nowcast,2021-03-22,8,20,12,16,15,14.766,Atsinanana,0.9930357320583385
nowcast,2021-03-23,9,20,9,14,14,14.47,Atsinanana,0.9909258374951664
nowcast,2021-03-24,7,18,12,16,14,13.578,Atsinanana,0.9882549959042681
nowcast,2021-03-25,6,18,11,15,13,13.392,Atsinanana,0.9848764105483895
nowcast,2021-03-26,6,17,10,14,12,12.362,Atsinanana,0.9805346739741935
nowcast,2021-03-27,6,16,8,12,11,11.218,Atsinanana,0.9749848992799454
nowcast,2021-03-28,5,15,6,10,10,10.304,Atsinanana,0.9679120382289736
nowcast,2021-03-29,5,14,7,10,9,9.58,Atsinanana,0.9589355000576889
nowcast,2021-03-30,4,14,7,10,9,9.232,Atsinanana,0.9475444389292461
nowcast,2021-03-31,4,14,8,11,9,9.356,Atsinanana,0.9330722430717275
nowcast,2021-04-01,4,14,6,10,9,9.444,Atsinanana,0.914656798319052
nowcast,2021-04-02,5,15,7,11,10,10.068,Atsinanana,0.8911771960732523
nowcast,2021-04-03,4,15,7,11,10,10.758,Atsinanana,0.8611701362834759
nowcast,2021-04-04,5,18,7,12,11,11.744,Atsinanana,0.8227264057547614
nowcast,2021-04-05,5,19,10,15,13,13.338,Atsinanana,0.7733848498985367
nowcast,2021-04-06,6,21,10,16,14,14.722,Atsinanana,0.7100917357784006
nowcast,2021-04-07,7,26,9,17,17,17.492,Atsinanana,0.6294197913110533
Observed by report date,2021-03-13,NA,NA,NA,NA,14,NA,Atsinanana,1
Observed by report date,2021-03-14,NA,NA,NA,NA,0,NA,Atsinanana,1
Observed by report date,2021-03-15,NA,NA,NA,NA,9,NA,Atsinanana,1
Observed by report date,2021-03-16,NA,NA,NA,NA,24,NA,Atsinanana,1
Observed by report date,2021-03-17,NA,NA,NA,NA,17,NA,Atsinanana,1
Observed by report date,2021-03-18,NA,NA,NA,NA,1,NA,Atsinanana,1
Observed by report date,2021-03-19,NA,NA,NA,NA,15,NA,Atsinanana,1
Observed by report date,2021-03-20,NA,NA,NA,NA,14,NA,Atsinanana,1
Observed by report date,2021-03-21,NA,NA,NA,NA,0,NA,Atsinanana,1
Observed by report date,2021-03-22,NA,NA,NA,NA,2,NA,Atsinanana,1
Observed by report date,2021-03-23,NA,NA,NA,NA,21,NA,Atsinanana,1
Observed by report date,2021-03-24,NA,NA,NA,NA,24,NA,Atsinanana,1
Observed by report date,2021-03-25,NA,NA,NA,NA,17,NA,Atsinanana,1
Observed by report date,2021-03-26,NA,NA,NA,NA,13,NA,Atsinanana,1
Observed by report date,2021-03-27,NA,NA,NA,NA,12,NA,Atsinanana,1
Observed by report date,2021-03-28,NA,NA,NA,NA,22,NA,Atsinanana,1
Observed by report date,2021-03-29,NA,NA,NA,NA,16,NA,Atsinanana,1
Observed by report date,2021-03-30,NA,NA,NA,NA,18,NA,Atsinanana,1
Observed by report date,2021-03-31,NA,NA,NA,NA,31,NA,Atsinanana,1
Observed by report date,2021-04-01,NA,NA,NA,NA,13,NA,Atsinanana,1
Observed by report date,2021-04-02,NA,NA,NA,NA,18,NA,Atsinanana,1
Observed by report date,2021-04-03,NA,NA,NA,NA,10,NA,Atsinanana,1
Observed by report date,2021-04-04,NA,NA,NA,NA,2,NA,Atsinanana,1
Observed by report date,2021-04-05,NA,NA,NA,NA,5,NA,Atsinanana,1
Observed by report date,2021-04-06,NA,NA,NA,NA,2,NA,Atsinanana,1
Observed by report date,2021-04-07,NA,NA,NA,NA,26,NA,Atsinanana,1
Observed by report date,2021-04-08,NA,NA,NA,NA,6,NA,Atsinanana,1
Observed by report date,2021-04-09,NA,NA,NA,NA,0,NA,Atsinanana,1
Observed by report date,2021-04-10,NA,NA,NA,NA,4,NA,Atsinanana,1
Observed by report date,2021-04-11,NA,NA,NA,NA,2,NA,Atsinanana,1
Observed by report date,2021-04-12,NA,NA,NA,NA,0,NA,Atsinanana,1
Observed by report date,2021-04-13,NA,NA,NA,NA,10,NA,Atsinanana,1
Observed by report date,2021-04-14,NA,NA,NA,NA,38,NA,Atsinanana,1
Observed by report date,2021-04-15,NA,NA,NA,NA,11,NA,Atsinanana,1
nowcast,2021-01-28,1,1,1,1,1,1,Diana,1
nowcast,2021-01-29,0,1,1,1,1,0.6666666666666666,Diana,1
nowcast,2021-01-30,0,0,0,0,0,0,Diana,1
nowcast,2021-01-31,0,0,0,0,0,0,Diana,1
nowcast,2021-02-01,0,0,0,0,0,0,Diana,1
nowcast,2021-02-02,0,1,0,0,0,0.25,Diana,1
nowcast,2021-02-03,0,1,0,0,0,0.42857142857142855,Diana,1
nowcast,2021-02-04,0,1,0,0,0,0.46153846153846156,Diana,1
nowcast,2021-02-05,0,1,0,0,0,0.3333333333333333,Diana,1
nowcast,2021-02-06,0,1,0,0,0,0.22727272727272727,Diana,1
nowcast,2021-02-07,0,1,0,1,0.5,0.5277777777777778,Diana,1
nowcast,2021-02-08,0,1,0,0,0,0.41818181818181815,Diana,1
nowcast,2021-02-09,0,1,0,0,0,0.27692307692307694,Diana,1
nowcast,2021-02-10,0,1,0,0,0,0.37037037037037035,Diana,1
nowcast,2021-02-11,0,1,0,0,0,0.45535714285714285,Diana,1
nowcast,2021-02-12,0,1,0,0,0,0.33076923076923076,Diana,1
nowcast,2021-02-13,0,1,0,0,0,0.3660130718954248,Diana,1
nowcast,2021-02-14,0,1,0,0,0,0.4088397790055249,Diana,1
nowcast,2021-02-15,0,1,0,0,0,0.43119266055045874,Diana,1
nowcast,2021-02-16,0,1,0,0,0,0.42913385826771655,Diana,1
nowcast,2021-02-17,0,1,0,0,0,0.5,Diana,1
nowcast,2021-02-18,0,1,0,0,0,0.5781710914454278,Diana,1
nowcast,2021-02-19,0,2,0,0,0,0.6269430051813472,Diana,1
nowcast,2021-02-20,0,2,0,1,1,0.8052884615384616,Diana,1
nowcast,2021-02-21,0,2,0,1,1,0.834841628959276,Diana,1
nowcast,2021-02-22,0,2,0,1,1,1.111587982832618,Diana,1
nowcast,2021-02-23,0,3,0,1,1,1.2608695652173914,Diana,1
nowcast,2021-02-24,0,4,0,1,1,1.6175869120654396,Diana,1
nowcast,2021-02-25,0,4,1,2,2,1.8846153846153846,Diana,1
nowcast,2021-02-26,0,5,1,2,2,2.353413654618474,Diana,1
nowcast,2021-02-27,0,5,1,3,3,2.8937875751503004,Diana,1
nowcast,2021-02-28,0,6,1,3,3,3.492,Diana,1
nowcast,2021-03-01,1,8,2,4,4,4.34,Diana,1
nowcast,2021-03-02,1,9,2,5,5,5.304,Diana,1
nowcast,2021-03-03,2,10,3,6,6,6.202,Diana,1
nowcast,2021-03-04,3,11,5,8,7,7.004,Diana,1
nowcast,2021-03-05,4,13,5,9,8,8.424,Diana,0.9999996977942874
nowcast,2021-03-06,4,14,6,10,9,9.334,Diana,0.9999961621626118
nowcast,2021-03-07,6,16,7,11,11,10.774,Diana,0.999982805417014
nowcast,2021-03-08,7,17,8,12,12,12.016,Diana,0.999951580159845
nowcast,2021-03-09,7,18,10,14,13,13.002,Diana,0.9999044774023439
nowcast,2021-03-10,8,19,11,15,13,13.5,Diana,0.9998439912674313
nowcast,2021-03-11,9,20,10,15,14,14.238,Diana,0.9997638056523243
nowcast,2021-03-12,9,20,12,16,15,14.91,Diana,0.9996490207454504
nowcast,2021-03-13,9,20,12,16,15,15.202,Diana,0.9994860359187789
nowcast,2021-03-14,8,20,13,17,15,15.502,Diana,0.9992700951584111
nowcast,2021-03-15,9,21,12,17,15,15.518,Diana,0.9989912029070758
nowcast,2021-03-16,9,21,13,17,16,15.928,Diana,0.9986153536676307
nowcast,2021-03-17,8,20,13,17,15,15.464,Diana,0.9981267441346434
nowcast,2021-03-18,9,21,11,16,16,15.994,Diana,0.9975051419311957
nowcast,2021-03-19,9,22,12,17,16,16.322,Diana,0.996720731923098
nowcast,2021-03-20,10,22,12,17,16,16.628,Diana,0.9957113677321623
nowcast,2021-03-21,10,22,13,18,17,16.996,Diana,0.9943870084596904
nowcast,2021-03-22,10,23,13,18,17,17.328,Diana,0.9926688318611963
nowcast,2021-03-23,10,23,13,18,17,17.458,Diana,0.9904676875362779
nowcast,2021-03-24,10,23,14,19,18,17.598,Diana,0.9876769126439561
nowcast,2021-03-25,10,23,14,19,18,17.9,Diana,0.9841227413538282
nowcast,2021-03-26,10,23,15,20,18,17.764,Diana,0.9795909867470874
nowcast,2021-03-27,11,24,14,19,18,18.008,Diana,0.973844241539378
nowcast,2021-03-28,11,24,15,20,18,18.226,Diana,0.966510826004234
nowcast,2021-03-29,10,23,14,19,18,18.02,Diana,0.9571628688084407
nowcast,2021-03-30,11,24,13,18,17,17.842,Diana,0.9452960961608011
nowcast,2021-03-31,11,25,14,19,17,17.56,Diana,0.9302119081084234
nowcast,2021-04-01,11,24,13,18,17,17.426,Diana,0.911005208910713
nowcast,2021-04-02,10,25,13,19,18,17.888,Diana,0.8864973475980918
nowcast,2021-04-03,9,25,12,18,17,17.578,Diana,0.8551488019963731
nowcast,2021-04-04,10,25,13,19,17,18.116,Diana,0.8149555760577828
nowcast,2021-04-05,10,27,13,19,17,18.154,Diana,0.7633574594292571
nowcast,2021-04-06,8,26,12,19,17,18.312,Diana,0.6972505714739561
nowcast,2021-04-07,8,28,13,20,17.5,18.35,Diana,0.6133356759088588
Observed by report date,2021-03-13,NA,NA,NA,NA,19,NA,Diana,1
Observed by report date,2021-03-14,NA,NA,NA,NA,5,NA,Diana,1
Observed by report date,2021-03-15,NA,NA,NA,NA,3,NA,Diana,1
Observed by report date,2021-03-16,NA,NA,NA,NA,12,NA,Diana,1
Observed by report date,2021-03-17,NA,NA,NA,NA,17,NA,Diana,1
Observed by report date,2021-03-18,NA,NA,NA,NA,11,NA,Diana,1
Observed by report date,2021-03-19,NA,NA,NA,NA,21,NA,Diana,1
Observed by report date,2021-03-20,NA,NA,NA,NA,27,NA,Diana,1
Observed by report date,2021-03-21,NA,NA,NA,NA,11,NA,Diana,1
Observed by report date,2021-03-22,NA,NA,NA,NA,4,NA,Diana,1
Observed by report date,2021-03-23,NA,NA,NA,NA,11,NA,Diana,1
Observed by report date,2021-03-24,NA,NA,NA,NA,17,NA,Diana,1
Observed by report date,2021-03-25,NA,NA,NA,NA,22,NA,Diana,1
Observed by report date,2021-03-26,NA,NA,NA,NA,11,NA,Diana,1
Observed by report date,2021-03-27,NA,NA,NA,NA,19,NA,Diana,1
Observed by report date,2021-03-28,NA,NA,NA,NA,14,NA,Diana,1
Observed by report date,2021-03-29,NA,NA,NA,NA,20,NA,Diana,1
Observed by report date,2021-03-30,NA,NA,NA,NA,12,NA,Diana,1
Observed by report date,2021-03-31,NA,NA,NA,NA,14,NA,Diana,1
Observed by report date,2021-04-01,NA,NA,NA,NA,20,NA,Diana,1
Observed by report date,2021-04-02,NA,NA,NA,NA,22,NA,Diana,1
Observed by report date,2021-04-03,NA,NA,NA,NA,19,NA,Diana,1
Observed by report date,2021-04-04,NA,NA,NA,NA,20,NA,Diana,1
Observed by report date,2021-04-05,NA,NA,NA,NA,22,NA,Diana,1
Observed by report date,2021-04-06,NA,NA,NA,NA,11,NA,Diana,1
Observed by report date,2021-04-07,NA,NA,NA,NA,14,NA,Diana,1
Observed by report date,2021-04-08,NA,NA,NA,NA,12,NA,Diana,1
Observed by report date,2021-04-09,NA,NA,NA,NA,25,NA,Diana,1
Observed by report date,2021-04-10,NA,NA,NA,NA,27,NA,Diana,1
Observed by report date,2021-04-11,NA,NA,NA,NA,15,NA,Diana,1
Observed by report date,2021-04-12,NA,NA,NA,NA,10,NA,Diana,1
Observed by report date,2021-04-13,NA,NA,NA,NA,16,NA,Diana,1
Observed by report date,2021-04-14,NA,NA,NA,NA,10,NA,Diana,1
Observed by report date,2021-04-15,NA,NA,NA,NA,10,NA,Diana,1
nowcast,2021-01-18,1,1,1,1,1,1,National,1
nowcast,2021-01-19,0,0,0,0,0,0,National,1
nowcast,2021-01-20,0,0,0,0,0,0,National,1
nowcast,2021-01-21,0,0,0,0,0,0,National,1
nowcast,2021-01-22,0,0,0,0,0,0,National,1
nowcast,2021-01-23,0,1,1,1,1,0.6666666666666666,National,1
nowcast,2021-01-24,0,0,0,0,0,0,National,1
nowcast,2021-01-25,0,0,0,0,0,0,National,1
nowcast,2021-01-26,0,1,0,1,0.5,0.5,National,1
nowcast,2021-01-27,0,1,0,0,0,0.25,National,1
nowcast,2021-01-28,0,1,0,0,0,0.1111111111111111,National,1
nowcast,2021-01-29,0,1,0,0,0,0.4375,National,1
nowcast,2021-01-30,0,1,0,0,0,0.36363636363636365,National,1
nowcast,2021-01-31,0,1,0,0,0,0.3448275862068966,National,1
nowcast,2021-02-01,0,1,0,0,0,0.32432432432432434,National,1
nowcast,2021-02-02,0,1,1,1,1,0.639344262295082,National,1
nowcast,2021-02-03,0,1,0,0,0,0.42857142857142855,National,1
nowcast,2021-02-04,0,1,0,0,0,0.4727272727272727,National,1
nowcast,2021-02-05,0,1,0,0,0,0.4925373134328358,National,1
nowcast,2021-02-06,0,1,0,0,0,0.5325443786982249,National,1
nowcast,2021-02-07,0,1,0,1,1,0.6407766990291263,National,1
nowcast,2021-02-08,0,1,0,1,1,0.6198347107438017,National,1
nowcast,2021-02-09,0,2,0,1,1,0.7773851590106007,National,1
nowcast,2021-02-10,0,2,0,1,1,0.865625,National,1
nowcast,2021-02-11,0,3,0,1,1,1.0552486187845305,National,1
nowcast,2021-02-12,0,3,0,1,1,1.2697201017811706,National,1
nowcast,2021-02-13,0,3,0,1,1,1.4560570071258907,National,1
nowcast,2021-02-14,0,4,0,1,1,1.7882882882882882,National,1
nowcast,2021-02-15,0,5,0,2,2,2.2212765957446807,National,1
nowcast,2021-02-16,0,6,0,2,2,2.772256728778468,National,1
nowcast,2021-02-17,0,7,1,3,3,3.4484848484848483,National,1
nowcast,2021-02-18,0,9,1,4,4,4.208416833667335,National,1
nowcast,2021-02-19,0,10,1,5,5,5.442885771543086,National,1
nowcast,2021-02-20,1,13,3,7,6,6.996,National,1
nowcast,2021-02-21,1,15,4,9,8,8.622,National,1
nowcast,2021-02-22,2,19,5,11,10,10.778,National,1
nowcast,2021-02-23,2,22,4,12,12,13.146,National,1
nowcast,2021-02-24,5,27,9,17,15,16.488,National,1
nowcast,2021-02-25,4,33,13,22,19,20.586,National,1
nowcast,2021-02-26,10,40,15,26,24,25.024,National,1
nowcast,2021-02-27,13,46,21,34,30,31.28,National,1
nowcast,2021-02-28,19,56,27,42,37,38.188,National,1
nowcast,2021-03-01,27,67,34,49,45,45.89,National,1
nowcast,2021-03-02,30,74,40,58,54,55.112,National,1
nowcast,2021-03-03,41,87,54,71,65,65.862,National,1
nowcast,2021-03-04,50,100,66,85,77,77.854,National,1
nowcast,2021-03-05,61,112,80,99,91,91.302,National,1
nowcast,2021-03-06,77,128,92,113,105,104.942,National,1
nowcast,2021-03-07,93,142,105,124,118.5,119.254,National,1
nowcast,2021-03-08,103,153,117,137,132,132.142,National,0.9999850134504635
nowcast,2021-03-09,123,168,135,152,145,145.706,National,0.9999472954600991
nowcast,2021-03-10,133,178,145,162,155,155.608,National,0.9999001581987849
nowcast,2021-03-11,141,187,152,172,164,164.744,National,0.999841226286055
nowcast,2021-03-12,148,198,159,178,172,172.15,National,0.9997675218596775
nowcast,2021-03-13,150,201,165,185,179,178.794,National,0.9996428362927174
nowcast,2021-03-14,159,211,175,196,186,186.69,National,0.9994730202536496
nowcast,2021-03-15,167,221,186,206,195,195.112,National,0.9992601033943147
nowcast,2021-03-16,175,233,185,209,204,204.778,National,0.9989931078991692
nowcast,2021-03-17,181,241,203,226,214,214.468,National,0.998612145503249
nowcast,2021-03-18,192,254,214,238,225,225.692,National,0.9981139196764511
nowcast,2021-03-19,205,271,222,248,238,238.008,National,0.9974872446484729
nowcast,2021-03-20,218,279,233,257,249.5,250.264,National,0.9966987129056629
nowcast,2021-03-21,234,294,246,274,262,262.714,National,0.9956762452793819
nowcast,2021-03-22,242,304,258,283,273,273.214,National,0.9943184550957881
