date,type,bottom,top,lower,upper,median,mean,confidence,region
2020-06-17,Observed by report date,NA,NA,NA,NA,61,NA,1,National
2020-06-18,Observed by report date,NA,NA,NA,NA,25,NA,1,National
2020-06-19,Observed by report date,NA,NA,NA,NA,40,NA,1,National
2020-06-20,Observed by report date,NA,NA,NA,NA,60,NA,1,National
2020-06-21,Observed by report date,NA,NA,NA,NA,93,NA,1,National
2020-06-22,Observed by report date,NA,NA,NA,NA,44,NA,1,National
2020-06-23,Observed by report date,NA,NA,NA,NA,84,NA,1,National
2020-06-24,Observed by report date,NA,NA,NA,NA,63,NA,1,National
2020-06-25,Observed by report date,NA,NA,NA,NA,42,NA,1,National
2020-06-26,Observed by report date,NA,NA,NA,NA,93,NA,1,National
2020-06-27,Observed by report date,NA,NA,NA,NA,83,NA,1,National
2020-06-28,Observed by report date,NA,NA,NA,NA,73,NA,1,National
2020-06-29,Observed by report date,NA,NA,NA,NA,60,NA,1,National
2020-06-30,Observed by report date,NA,NA,NA,NA,76,NA,1,National
2020-07-01,Observed by report date,NA,NA,NA,NA,89,NA,1,National
2020-07-02,Observed by report date,NA,NA,NA,NA,100,NA,1,National
2020-07-03,Observed by report date,NA,NA,NA,NA,109,NA,1,National
2020-07-04,Observed by report date,NA,NA,NA,NA,216,NA,1,National
2020-07-05,Observed by report date,NA,NA,NA,NA,213,NA,1,National
2020-07-06,Observed by report date,NA,NA,NA,NA,309,NA,1,National
2020-07-07,Observed by report date,NA,NA,NA,NA,222,NA,1,National
2020-07-08,Observed by report date,NA,NA,NA,NA,101,NA,1,National
2020-07-09,Observed by report date,NA,NA,NA,NA,209,NA,1,National
2020-07-10,Observed by report date,NA,NA,NA,NA,361,NA,1,National
2020-07-11,Observed by report date,NA,NA,NA,NA,435,NA,1,National
2020-07-12,Observed by report date,NA,NA,NA,NA,289,NA,1,National
2020-07-13,Observed by report date,NA,NA,NA,NA,213,NA,1,National
2020-07-14,Observed by report date,NA,NA,NA,NA,263,NA,1,National
2020-07-15,Observed by report date,NA,NA,NA,NA,262,NA,1,National
2020-07-16,Observed by report date,NA,NA,NA,NA,484,NA,1,National
2020-07-17,Observed by report date,NA,NA,NA,NA,378,NA,1,National
2020-07-18,Observed by report date,NA,NA,NA,NA,382,NA,1,National
2020-07-19,Observed by report date,NA,NA,NA,NA,200,NA,1,National
2020-07-20,Observed by report date,NA,NA,NA,NA,104,NA,1,National
2020-07-21,Observed by report date,NA,NA,NA,NA,395,NA,1,National
2020-07-22,Observed by report date,NA,NA,NA,NA,614,NA,1,National
2020-07-23,Observed by report date,NA,NA,NA,NA,219,NA,1,National
2020-07-24,Observed by report date,NA,NA,NA,NA,360,NA,1,National
2020-07-25,Observed by report date,NA,NA,NA,NA,125,NA,1,National
2020-07-26,Observed by report date,NA,NA,NA,NA,429,NA,1,National
2020-07-27,Observed by report date,NA,NA,NA,NA,395,NA,1,National
2020-07-28,Observed by report date,NA,NA,NA,NA,414,NA,1,National
2020-07-29,Observed by report date,NA,NA,NA,NA,213,NA,1,National
2020-07-30,Observed by report date,NA,NA,NA,NA,431,NA,1,National
2020-07-31,Observed by report date,NA,NA,NA,NA,120,NA,1,National
2020-08-01,Observed by report date,NA,NA,NA,NA,405,NA,1,National
2020-08-02,Observed by report date,NA,NA,NA,NA,255,NA,1,National
2020-08-03,Observed by report date,NA,NA,NA,NA,132,NA,1,National
2020-08-04,Observed by report date,NA,NA,NA,NA,235,NA,1,National
2020-08-05,Observed by report date,NA,NA,NA,NA,327,NA,1,National
2020-08-06,Observed by report date,NA,NA,NA,NA,304,NA,1,National
2020-08-07,Observed by report date,NA,NA,NA,NA,182,NA,1,National
2020-08-08,Observed by report date,NA,NA,NA,NA,214,NA,1,National
2020-08-09,Observed by report date,NA,NA,NA,NA,164,NA,1,National
2020-08-10,Observed by report date,NA,NA,NA,NA,116,NA,1,National
2020-08-11,Observed by report date,NA,NA,NA,NA,115,NA,1,National
2020-08-12,Observed by report date,NA,NA,NA,NA,80,NA,1,National
2020-08-13,Observed by report date,NA,NA,NA,NA,125,NA,1,National
2020-08-14,Observed by report date,NA,NA,NA,NA,121,NA,1,National
2020-08-15,Observed by report date,NA,NA,NA,NA,81,NA,1,National
2020-08-16,Observed by report date,NA,NA,NA,NA,103,NA,1,National
2020-08-17,Observed by report date,NA,NA,NA,NA,59,NA,1,National
2020-08-18,Observed by report date,NA,NA,NA,NA,123,NA,1,National
2020-08-19,Observed by report date,NA,NA,NA,NA,65,NA,1,National
2020-08-20,Observed by report date,NA,NA,NA,NA,80,NA,1,National
2020-08-21,Observed by report date,NA,NA,NA,NA,64,NA,1,National
2020-08-22,Observed by report date,NA,NA,NA,NA,59,NA,1,National
2020-08-23,Observed by report date,NA,NA,NA,NA,50,NA,1,National
2020-08-24,Observed by report date,NA,NA,NA,NA,75,NA,1,National
2020-08-25,Observed by report date,NA,NA,NA,NA,73,NA,1,National
2020-08-26,Observed by report date,NA,NA,NA,NA,79,NA,1,National
2020-08-27,Observed by report date,NA,NA,NA,NA,38,NA,1,National
2020-08-28,Observed by report date,NA,NA,NA,NA,104,NA,1,National
2020-08-29,Observed by report date,NA,NA,NA,NA,95,NA,1,National
2020-08-30,Observed by report date,NA,NA,NA,NA,52,NA,1,National
2020-08-31,Observed by report date,NA,NA,NA,NA,20,NA,1,National
2020-09-01,Observed by report date,NA,NA,NA,NA,94,NA,1,National
2020-09-02,Observed by report date,NA,NA,NA,NA,66,NA,1,National
2020-09-03,Observed by report date,NA,NA,NA,NA,83,NA,1,National
2020-09-04,Observed by report date,NA,NA,NA,NA,81,NA,1,National
2020-09-05,Observed by report date,NA,NA,NA,NA,82,NA,1,National
2020-09-06,Observed by report date,NA,NA,NA,NA,50,NA,1,National
2020-09-07,Observed by report date,NA,NA,NA,NA,33,NA,1,National
2020-09-08,Observed by report date,NA,NA,NA,NA,83,NA,1,National
2020-09-09,Observed by report date,NA,NA,NA,NA,85,NA,1,National
2020-09-10,Observed by report date,NA,NA,NA,NA,104,NA,1,National
2020-09-11,Observed by report date,NA,NA,NA,NA,45,NA,1,National
2020-09-12,Observed by report date,NA,NA,NA,NA,68,NA,1,National
2020-09-13,Observed by report date,NA,NA,NA,NA,20,NA,1,National
2020-09-14,Observed by report date,NA,NA,NA,NA,12,NA,1,National
2020-09-15,Observed by report date,NA,NA,NA,NA,34,NA,1,National
2020-09-16,Observed by report date,NA,NA,NA,NA,68,NA,1,National
2020-09-17,Observed by report date,NA,NA,NA,NA,54,NA,1,National
2020-09-18,Observed by report date,NA,NA,NA,NA,46,NA,1,National
2020-09-19,Observed by report date,NA,NA,NA,NA,49,NA,1,National
2020-09-20,Observed by report date,NA,NA,NA,NA,33,NA,1,National
2020-09-21,Observed by report date,NA,NA,NA,NA,20,NA,1,National
2020-09-22,Observed by report date,NA,NA,NA,NA,63,NA,1,National
2020-09-23,Observed by report date,NA,NA,NA,NA,31,NA,1,National
2020-09-24,Observed by report date,NA,NA,NA,NA,24,NA,1,National
2020-09-25,Observed by report date,NA,NA,NA,NA,30,NA,1,National
2020-09-26,Observed by report date,NA,NA,NA,NA,36,NA,1,National
2020-09-27,Observed by report date,NA,NA,NA,NA,28,NA,1,National
2020-09-28,Observed by report date,NA,NA,NA,NA,63,NA,1,National
2020-09-29,Observed by report date,NA,NA,NA,NA,29,NA,1,National
2020-09-30,Observed by report date,NA,NA,NA,NA,31,NA,1,National
2020-10-01,Observed by report date,NA,NA,NA,NA,46,NA,1,National
2020-10-02,Observed by report date,NA,NA,NA,NA,39,NA,1,National
2020-10-03,Observed by report date,NA,NA,NA,NA,36,NA,1,National
2020-10-04,Observed by report date,NA,NA,NA,NA,29,NA,1,National
