week,region,cases,death,Notes
2020-03-26T00:00:00Z,Analamanga,4,0,NA
2020-03-26T00:00:00Z,Analanjirofo,0,0,NA
2020-03-26T00:00:00Z,Androy,0,0,NA
2020-03-26T00:00:00Z,Anosy,0,0,NA
2020-03-26T00:00:00Z,Atsimo-Andrefana,0,0,NA
2020-03-26T00:00:00Z,Atsimo-Atsinanana,0,0,NA
2020-03-26T00:00:00Z,Atsinanana,0,0,NA
2020-03-26T00:00:00Z,Betsiboka,0,0,NA
2020-03-26T00:00:00Z,Boeny,0,0,NA
2020-03-26T00:00:00Z,Bongolava,0,0,NA
2020-03-26T00:00:00Z,Diana,0,0,NA
2020-03-26T00:00:00Z,Ihorombe,0,0,NA
2020-03-26T00:00:00Z,Itasy,0,0,NA
2020-03-26T00:00:00Z,Matsiatra Ambony,0,0,NA
2020-03-26T00:00:00Z,Melaky,0,0,NA
2020-03-26T00:00:00Z,Menabe,0,0,NA
2020-03-26T00:00:00Z,Sava,0,0,NA
2020-03-26T00:00:00Z,Sofia,0,0,NA
2020-03-26T00:00:00Z,unspecified,0,0,NA
2020-03-26T00:00:00Z,Vakinankaratra,0,0,NA
2020-03-26T00:00:00Z,Vatovavy-Fitovinany,0,0,NA
2020-03-27T00:00:00Z,Alaotra-Mangoro,0,0,NA
2020-03-27T00:00:00Z,Amoron'i Mania,0,0,NA
2020-03-27T00:00:00Z,Analamanga,3,0,NA
2020-03-27T00:00:00Z,Analanjirofo,0,0,NA
2020-03-27T00:00:00Z,Androy,0,0,NA
2020-03-27T00:00:00Z,Anosy,0,0,NA
2020-03-27T00:00:00Z,Atsimo-Andrefana,0,0,NA
2020-03-27T00:00:00Z,Atsimo-Atsinanana,0,0,NA
2020-03-27T00:00:00Z,Atsinanana,0,0,NA
2020-03-27T00:00:00Z,Betsiboka,0,0,NA
2020-03-27T00:00:00Z,Boeny,0,0,NA
2020-03-27T00:00:00Z,Bongolava,0,0,NA
2020-03-27T00:00:00Z,Diana,0,0,NA
2020-03-27T00:00:00Z,Ihorombe,0,0,NA
2020-03-27T00:00:00Z,Itasy,0,0,NA
2020-03-27T00:00:00Z,Matsiatra Ambony,0,0,NA
2020-03-27T00:00:00Z,Melaky,0,0,NA
2020-03-27T00:00:00Z,Menabe,0,0,NA
2020-03-27T00:00:00Z,Sava,0,0,NA
2020-03-27T00:00:00Z,Sofia,0,0,NA
2020-03-27T00:00:00Z,unspecified,0,0,NA
2020-03-27T00:00:00Z,Vakinankaratra,0,0,NA
2020-03-27T00:00:00Z,Vatovavy-Fitovinany,0,0,NA
2020-03-28T00:00:00Z,Alaotra-Mangoro,0,0,NA
2020-03-28T00:00:00Z,Amoron'i Mania,0,0,NA
2020-03-28T00:00:00Z,Analamanga,4,0,NA
2020-03-28T00:00:00Z,Analanjirofo,0,0,NA
2020-03-28T00:00:00Z,Androy,0,0,NA
2020-03-28T00:00:00Z,Anosy,0,0,NA
2020-03-28T00:00:00Z,Atsimo-Andrefana,0,0,NA
2020-03-28T00:00:00Z,Atsimo-Atsinanana,0,0,NA
2020-03-28T00:00:00Z,Atsinanana,6,0,NA
2020-03-28T00:00:00Z,Betsiboka,0,0,NA
2020-03-28T00:00:00Z,Boeny,0,0,NA
2020-03-28T00:00:00Z,Bongolava,0,0,NA
2020-03-28T00:00:00Z,Diana,0,0,NA
2020-03-28T00:00:00Z,Ihorombe,0,0,NA
2020-03-28T00:00:00Z,Itasy,0,0,NA
2020-03-28T00:00:00Z,Matsiatra Ambony,0,0,NA
2020-03-28T00:00:00Z,Melaky,0,0,NA
2020-03-28T00:00:00Z,Menabe,1,0,NA
2020-03-28T00:00:00Z,Sava,0,0,NA
2020-03-28T00:00:00Z,Sofia,0,0,NA
2020-03-28T00:00:00Z,unspecified,0,0,NA
2020-03-28T00:00:00Z,Vakinankaratra,0,0,NA
2020-03-28T00:00:00Z,Vatovavy-Fitovinany,0,0,NA
2020-03-29T00:00:00Z,Alaotra-Mangoro,0,0,NA
2020-03-29T00:00:00Z,Amoron'i Mania,0,0,NA
2020-03-29T00:00:00Z,Analamanga,6,0,NA
2020-03-29T00:00:00Z,Analanjirofo,0,0,NA
2020-03-29T00:00:00Z,Androy,0,0,NA
2020-03-29T00:00:00Z,Anosy,0,0,NA
2020-03-29T00:00:00Z,Atsimo-Andrefana,0,0,NA
2020-03-29T00:00:00Z,Atsimo-Atsinanana,0,0,NA
2020-03-29T00:00:00Z,Atsinanana,0,0,NA
2020-03-29T00:00:00Z,Betsiboka,0,0,NA
2020-03-29T00:00:00Z,Boeny,0,0,NA
2020-03-29T00:00:00Z,Bongolava,0,0,NA
2020-03-29T00:00:00Z,Diana,0,0,NA
2020-03-29T00:00:00Z,Ihorombe,0,0,NA
2020-03-29T00:00:00Z,Itasy,0,0,NA
2020-03-29T00:00:00Z,Matsiatra Ambony,0,0,NA
2020-03-29T00:00:00Z,Melaky,0,0,NA
2020-03-29T00:00:00Z,Menabe,0,0,NA
2020-03-29T00:00:00Z,Sava,0,0,NA
2020-03-29T00:00:00Z,Sofia,0,0,NA
2020-03-29T00:00:00Z,unspecified,0,0,NA
2020-03-29T00:00:00Z,Vakinankaratra,0,0,NA
2020-03-29T00:00:00Z,Vatovavy-Fitovinany,0,0,NA
2020-03-30T00:00:00Z,Alaotra-Mangoro,0,0,NA
2020-03-30T00:00:00Z,Amoron'i Mania,0,0,NA
2020-03-30T00:00:00Z,Analamanga,0,0,NA
2020-03-30T00:00:00Z,Analanjirofo,0,0,NA
2020-03-30T00:00:00Z,Androy,0,0,NA
2020-03-30T00:00:00Z,Anosy,0,0,NA
2020-03-30T00:00:00Z,Atsimo-Andrefana,0,0,NA
2020-03-30T00:00:00Z,Atsimo-Atsinanana,0,0,NA
2020-03-30T00:00:00Z,Atsinanana,2,0,NA
2020-03-30T00:00:00Z,Betsiboka,0,0,NA
2020-03-30T00:00:00Z,Boeny,0,0,NA
2020-03-30T00:00:00Z,Bongolava,0,0,NA
2020-03-30T00:00:00Z,Diana,0,0,NA
2020-03-30T00:00:00Z,Ihorombe,0,0,NA
2020-03-30T00:00:00Z,Itasy,0,0,NA
2020-03-30T00:00:00Z,Matsiatra Ambony,1,0,NA
2020-03-30T00:00:00Z,Melaky,0,0,NA
2020-03-30T00:00:00Z,Menabe,0,0,NA
2020-03-30T00:00:00Z,Sava,0,0,NA
2020-03-30T00:00:00Z,Sofia,0,0,NA
2020-03-30T00:00:00Z,unspecified,0,0,NA
2020-03-30T00:00:00Z,Vakinankaratra,0,0,NA
2020-03-30T00:00:00Z,Vatovavy-Fitovinany,0,0,NA
2020-03-31T00:00:00Z,Alaotra-Mangoro,0,0,NA
2020-03-31T00:00:00Z,Amoron'i Mania,0,0,NA
2020-03-31T00:00:00Z,Analamanga,0,0,NA
2020-03-31T00:00:00Z,Analanjirofo,0,0,NA
2020-03-31T00:00:00Z,Androy,0,0,NA
2020-03-31T00:00:00Z,Anosy,0,0,NA
2020-03-31T00:00:00Z,Atsimo-Andrefana,0,0,NA
2020-03-31T00:00:00Z,Atsimo-Atsinanana,0,0,NA
2020-03-31T00:00:00Z,Atsinanana,0,0,NA
2020-03-31T00:00:00Z,Betsiboka,0,0,NA
2020-03-31T00:00:00Z,Boeny,0,0,NA
2020-03-31T00:00:00Z,Bongolava,0,0,NA
2020-03-31T00:00:00Z,Diana,1,0,NA
2020-03-31T00:00:00Z,Ihorombe,0,0,NA
2020-03-31T00:00:00Z,Itasy,0,0,NA
2020-03-31T00:00:00Z,Matsiatra Ambony,0,0,NA
2020-03-31T00:00:00Z,Melaky,0,0,NA
2020-03-31T00:00:00Z,Menabe,0,0,NA
2020-03-31T00:00:00Z,Sava,0,0,NA
2020-03-31T00:00:00Z,Sofia,0,0,NA
2020-03-31T00:00:00Z,unspecified,3,0,NA
2020-03-31T00:00:00Z,Vakinankaratra,0,0,NA
2020-03-31T00:00:00Z,Vatovavy-Fitovinany,0,0,NA
2020-04-01T00:00:00Z,Alaotra-Mangoro,0,0,NA
2020-04-01T00:00:00Z,Amoron'i Mania,0,0,NA
2020-04-01T00:00:00Z,Analamanga,4,0,NA
2020-04-01T00:00:00Z,Analanjirofo,0,0,NA
2020-04-01T00:00:00Z,Androy,0,0,NA
2020-04-01T00:00:00Z,Anosy,0,0,NA
2020-04-01T00:00:00Z,Atsimo-Andrefana,0,0,NA
2020-04-01T00:00:00Z,Atsimo-Atsinanana,0,0,NA
2020-04-01T00:00:00Z,Atsinanana,1,0,NA
2020-04-01T00:00:00Z,Betsiboka,0,0,NA
2020-04-01T00:00:00Z,Boeny,0,0,NA
2020-04-01T00:00:00Z,Bongolava,0,0,NA
2020-04-01T00:00:00Z,Diana,0,0,NA
2020-04-01T00:00:00Z,Ihorombe,0,0,NA
2020-04-01T00:00:00Z,Itasy,0,0,NA
2020-04-01T00:00:00Z,Matsiatra Ambony,0,0,NA
2020-04-01T00:00:00Z,Melaky,0,0,NA
2020-04-01T00:00:00Z,Menabe,0,0,NA
2020-04-01T00:00:00Z,Sava,0,0,NA
2020-04-01T00:00:00Z,Sofia,0,0,NA
2020-04-01T00:00:00Z,unspecified,3,0,NA
2020-04-01T00:00:00Z,Vakinankaratra,0,0,NA
2020-04-01T00:00:00Z,Vatovavy-Fitovinany,0,0,NA
2020-04-02T00:00:00Z,Alaotra-Mangoro,0,0,NA
2020-04-02T00:00:00Z,Amoron'i Mania,0,0,NA
2020-04-02T00:00:00Z,Analamanga,1,0,NA
2020-04-02T00:00:00Z,Analanjirofo,0,0,NA
2020-04-02T00:00:00Z,Androy,0,0,NA
2020-04-02T00:00:00Z,Anosy,0,0,NA
2020-04-02T00:00:00Z,Atsimo-Andrefana,0,0,NA
2020-04-02T00:00:00Z,Atsimo-Atsinanana,0,0,NA
2020-04-02T00:00:00Z,Atsinanana,0,0,NA
2020-04-02T00:00:00Z,Betsiboka,0,0,NA
2020-04-02T00:00:00Z,Boeny,0,0,NA
2020-04-02T00:00:00Z,Bongolava,0,0,NA
2020-04-02T00:00:00Z,Diana,0,0,NA
2020-04-02T00:00:00Z,Ihorombe,0,0,NA
2020-04-02T00:00:00Z,Itasy,0,0,NA
2020-04-02T00:00:00Z,Matsiatra Ambony,0,0,NA
2020-04-02T00:00:00Z,Melaky,0,0,NA
2020-04-02T00:00:00Z,Menabe,0,0,NA
2020-04-02T00:00:00Z,Sava,0,0,NA
2020-04-02T00:00:00Z,Sofia,0,0,NA
2020-04-02T00:00:00Z,unspecified,0,0,NA
2020-04-02T00:00:00Z,Vakinankaratra,0,0,NA
2020-04-02T00:00:00Z,Vatovavy-Fitovinany,0,0,NA
2020-04-03T00:00:00Z,Alaotra-Mangoro,0,0,NA
2020-04-03T00:00:00Z,Amoron'i Mania,0,0,NA
2020-04-03T00:00:00Z,Analamanga,5,0,NA
2020-04-03T00:00:00Z,Analanjirofo,0,0,NA
2020-04-03T00:00:00Z,Androy,0,0,NA
2020-04-03T00:00:00Z,Anosy,0,0,NA
2020-04-03T00:00:00Z,Atsimo-Andrefana,0,0,NA
2020-04-03T00:00:00Z,Atsimo-Atsinanana,0,0,NA
2020-04-03T00:00:00Z,Atsinanana,0,0,NA
2020-04-03T00:00:00Z,Betsiboka,0,0,NA
2020-04-03T00:00:00Z,Boeny,0,0,NA
2020-04-03T00:00:00Z,Bongolava,0,0,NA
2020-04-03T00:00:00Z,Diana,0,0,NA
2020-04-03T00:00:00Z,Ihorombe,0,0,NA
2020-04-03T00:00:00Z,Itasy,0,0,NA
2020-04-03T00:00:00Z,Matsiatra Ambony,6,0,NA
2020-04-03T00:00:00Z,Melaky,0,0,NA
2020-04-03T00:00:00Z,Menabe,0,0,NA
2020-04-03T00:00:00Z,Sava,0,0,NA
2020-04-03T00:00:00Z,Sofia,0,0,NA
2020-04-03T00:00:00Z,unspecified,0,0,NA
2020-04-03T00:00:00Z,Vakinankaratra,0,0,NA
2020-04-03T00:00:00Z,Vatovavy-Fitovinany,0,0,NA
2020-04-04T00:00:00Z,Alaotra-Mangoro,0,0,NA
2020-04-04T00:00:00Z,Amoron'i Mania,0,0,NA
2020-04-04T00:00:00Z,Analamanga,0,0,NA
2020-04-04T00:00:00Z,Analanjirofo,0,0,NA
2020-04-04T00:00:00Z,Androy,0,0,NA
2020-04-04T00:00:00Z,Anosy,0,0,NA
2020-04-04T00:00:00Z,Atsimo-Andrefana,0,0,NA
2020-04-04T00:00:00Z,Atsimo-Atsinanana,0,0,NA
2020-04-04T00:00:00Z,Atsinanana,1,0,NA
2020-04-04T00:00:00Z,Betsiboka,0,0,NA
2020-04-04T00:00:00Z,Boeny,0,0,NA
2020-04-04T00:00:00Z,Bongolava,0,0,NA
2020-04-04T00:00:00Z,Diana,0,0,NA
2020-04-04T00:00:00Z,Ihorombe,0,0,NA
2020-04-04T00:00:00Z,Itasy,0,0,NA
2020-04-04T00:00:00Z,Matsiatra Ambony,0,0,NA
2020-04-04T00:00:00Z,Melaky,0,0,NA
2020-04-04T00:00:00Z,Menabe,0,0,NA
2020-04-04T00:00:00Z,Sava,0,0,NA
2020-04-04T00:00:00Z,Sofia,0,0,NA
2020-04-04T00:00:00Z,unspecified,0,0,NA
2020-04-04T00:00:00Z,Vakinankaratra,0,0,NA
2020-04-04T00:00:00Z,Vatovavy-Fitovinany,0,0,NA
2020-04-05T00:00:00Z,Alaotra-Mangoro,0,0,NA
2020-04-05T00:00:00Z,Amoron'i Mania,0,0,NA
2020-04-05T00:00:00Z,Analamanga,0,0,NA
2020-04-05T00:00:00Z,Analanjirofo,0,0,NA
2020-04-05T00:00:00Z,Androy,0,0,NA
2020-04-05T00:00:00Z,Anosy,0,0,NA
2020-04-05T00:00:00Z,Atsimo-Andrefana,0,0,NA
2020-04-05T00:00:00Z,Atsimo-Atsinanana,0,0,NA
2020-04-05T00:00:00Z,Atsinanana,0,0,NA
2020-04-05T00:00:00Z,Betsiboka,0,0,NA
2020-04-05T00:00:00Z,Boeny,0,0,NA
2020-04-05T00:00:00Z,Bongolava,0,0,NA
2020-04-05T00:00:00Z,Diana,0,0,NA
2020-04-05T00:00:00Z,Ihorombe,0,0,NA
2020-04-05T00:00:00Z,Itasy,0,0,NA
2020-04-05T00:00:00Z,Matsiatra Ambony,0,0,NA
2020-04-05T00:00:00Z,Melaky,0,0,NA
2020-04-05T00:00:00Z,Menabe,0,0,NA
2020-04-05T00:00:00Z,Sava,0,0,NA
2020-04-05T00:00:00Z,Sofia,0,0,NA
2020-04-05T00:00:00Z,unspecified,1,0,NA
2020-04-05T00:00:00Z,Vakinankaratra,0,0,NA
2020-04-05T00:00:00Z,Vatovavy-Fitovinany,0,0,NA
2020-04-06T00:00:00Z,Alaotra-Mangoro,0,0,NA
2020-04-06T00:00:00Z,Amoron'i Mania,0,0,NA
2020-04-06T00:00:00Z,Analamanga,5,0,NA
2020-04-06T00:00:00Z,Analanjirofo,0,0,NA
2020-04-06T00:00:00Z,Androy,0,0,NA
2020-04-06T00:00:00Z,Anosy,0,0,NA
2020-04-06T00:00:00Z,Atsimo-Andrefana,3,0,NA
2020-04-06T00:00:00Z,Atsimo-Atsinanana,0,0,NA
2020-04-06T00:00:00Z,Atsinanana,0,0,NA
2020-04-06T00:00:00Z,Betsiboka,0,0,NA
2020-04-06T00:00:00Z,Boeny,0,0,NA
2020-04-06T00:00:00Z,Bongolava,0,0,NA
2020-04-06T00:00:00Z,Diana,1,0,NA
2020-04-06T00:00:00Z,Ihorombe,0,0,NA
2020-04-06T00:00:00Z,Itasy,0,0,NA
2020-04-06T00:00:00Z,Matsiatra Ambony,0,0,NA
2020-04-06T00:00:00Z,Melaky,0,0,NA
2020-04-06T00:00:00Z,Menabe,0,0,NA
2020-04-06T00:00:00Z,Sava,0,0,NA
2020-04-06T00:00:00Z,Sofia,0,0,NA
2020-04-06T00:00:00Z,unspecified,1,0,NA
2020-04-06T00:00:00Z,Vakinankaratra,0,0,NA
2020-04-06T00:00:00Z,Vatovavy-Fitovinany,0,0,NA
2020-04-07T00:00:00Z,Alaotra-Mangoro,0,0,NA
2020-04-07T00:00:00Z,Amoron'i Mania,0,0,NA
2020-04-07T00:00:00Z,Analamanga,3,0,NA
2020-04-07T00:00:00Z,Analanjirofo,0,0,NA
2020-04-07T00:00:00Z,Androy,0,0,NA
2020-04-07T00:00:00Z,Anosy,0,0,NA
2020-04-07T00:00:00Z,Atsimo-Andrefana,0,0,NA
2020-04-07T00:00:00Z,Atsimo-Atsinanana,0,0,NA
2020-04-07T00:00:00Z,Atsinanana,3,0,NA
2020-04-07T00:00:00Z,Betsiboka,0,0,NA
2020-04-07T00:00:00Z,Boeny,0,0,NA
2020-04-07T00:00:00Z,Bongolava,0,0,NA
2020-04-07T00:00:00Z,Diana,0,0,NA
2020-04-07T00:00:00Z,Ihorombe,0,0,NA
2020-04-07T00:00:00Z,Itasy,0,0,NA
2020-04-07T00:00:00Z,Matsiatra Ambony,0,0,NA
2020-04-07T00:00:00Z,Melaky,0,0,NA
2020-04-07T00:00:00Z,Menabe,0,0,NA
2020-04-07T00:00:00Z,Sava,0,0,NA
2020-04-07T00:00:00Z,Sofia,0,0,NA
2020-04-07T00:00:00Z,unspecified,0,0,NA
2020-04-07T00:00:00Z,Vakinankaratra,0,0,NA
2020-04-07T00:00:00Z,Vatovavy-Fitovinany,0,0,NA
2020-04-08T00:00:00Z,Alaotra-Mangoro,0,0,NA
2020-04-08T00:00:00Z,Amoron'i Mania,0,0,NA
2020-04-08T00:00:00Z,Analamanga,2,0,NA
2020-04-08T00:00:00Z,Analanjirofo,2,0,NA
2020-04-08T00:00:00Z,Androy,0,0,NA
2020-04-08T00:00:00Z,Anosy,0,0,NA
2020-04-08T00:00:00Z,Atsimo-Andrefana,0,0,NA
2020-04-08T00:00:00Z,Atsimo-Atsinanana,0,0,NA
2020-04-08T00:00:00Z,Atsinanana,0,0,NA
2020-04-08T00:00:00Z,Betsiboka,0,0,NA
2020-04-08T00:00:00Z,Boeny,0,0,NA
2020-04-08T00:00:00Z,Bongolava,0,0,NA
2020-04-08T00:00:00Z,Diana,0,0,NA
2020-04-08T00:00:00Z,Ihorombe,0,0,NA
2020-04-08T00:00:00Z,Itasy,0,0,NA
2020-04-08T00:00:00Z,Matsiatra Ambony,0,0,NA
2020-04-08T00:00:00Z,Melaky,0,0,NA
2020-04-08T00:00:00Z,Menabe,0,0,NA
2020-04-08T00:00:00Z,Sava,0,0,NA
2020-04-08T00:00:00Z,Sofia,0,0,NA
2020-04-08T00:00:00Z,unspecified,1,0,NA
2020-04-08T00:00:00Z,Vakinankaratra,0,0,NA
2020-04-08T00:00:00Z,Vatovavy-Fitovinany,0,0,NA
2020-04-10T00:00:00Z,Alaotra-Mangoro,0,0,NA
2020-04-10T00:00:00Z,Amoron'i Mania,0,0,NA
2020-04-10T00:00:00Z,Analamanga,3,0,NA
2020-04-10T00:00:00Z,Analanjirofo,0,0,NA
2020-04-10T00:00:00Z,Androy,0,0,NA
2020-04-10T00:00:00Z,Anosy,0,0,NA
2020-04-10T00:00:00Z,Atsimo-Andrefana,0,0,NA
2020-04-10T00:00:00Z,Atsimo-Atsinanana,0,0,NA
2020-04-10T00:00:00Z,Atsinanana,6,0,NA
2020-04-10T00:00:00Z,Betsiboka,0,0,NA
2020-04-10T00:00:00Z,Boeny,0,0,NA
2020-04-10T00:00:00Z,Bongolava,0,0,NA
2020-04-10T00:00:00Z,Diana,0,0,NA
2020-04-10T00:00:00Z,Ihorombe,0,0,NA
2020-04-10T00:00:00Z,Itasy,0,0,NA
2020-04-10T00:00:00Z,Matsiatra Ambony,0,0,NA
2020-04-10T00:00:00Z,Melaky,0,0,NA
2020-04-10T00:00:00Z,Menabe,0,0,NA
2020-04-10T00:00:00Z,Sava,0,0,NA
2020-04-10T00:00:00Z,Sofia,0,0,NA
2020-04-10T00:00:00Z,unspecified,0,0,NA
2020-04-10T00:00:00Z,Vakinankaratra,0,0,NA
2020-04-10T00:00:00Z,Vatovavy-Fitovinany,0,0,NA
2020-04-12T00:00:00Z,Alaotra-Mangoro,0,0,NA
2020-04-12T00:00:00Z,Amoron'i Mania,0,0,NA
2020-04-12T00:00:00Z,Analamanga,3,0,NA
2020-04-12T00:00:00Z,Analanjirofo,0,0,NA
2020-04-12T00:00:00Z,Androy,0,0,NA
2020-04-12T00:00:00Z,Anosy,0,0,NA
2020-04-12T00:00:00Z,Atsimo-Andrefana,0,0,NA
2020-04-12T00:00:00Z,Atsimo-Atsinanana,0,0,NA
2020-04-12T00:00:00Z,Atsinanana,1,0,NA
2020-04-12T00:00:00Z,Betsiboka,0,0,NA
2020-04-12T00:00:00Z,Boeny,0,0,NA
2020-04-12T00:00:00Z,Bongolava,0,0,NA
2020-04-12T00:00:00Z,Diana,0,0,NA
2020-04-12T00:00:00Z,Ihorombe,0,0,NA
2020-04-12T00:00:00Z,Itasy,0,0,NA
2020-04-12T00:00:00Z,Matsiatra Ambony,0,0,NA
2020-04-12T00:00:00Z,Melaky,0,0,NA
2020-04-12T00:00:00Z,Menabe,0,0,NA
2020-04-12T00:00:00Z,Sava,0,0,NA
2020-04-12T00:00:00Z,Sofia,0,0,NA
2020-04-12T00:00:00Z,unspecified,0,0,NA
2020-04-12T00:00:00Z,Vakinankaratra,0,0,NA
2020-04-12T00:00:00Z,Vatovavy-Fitovinany,0,0,NA
2020-04-14T00:00:00Z,Alaotra-Mangoro,0,0,NA
2020-04-14T00:00:00Z,Amoron'i Mania,0,0,NA
2020-04-14T00:00:00Z,Analamanga,2,0,NA
2020-04-14T00:00:00Z,Analanjirofo,0,0,NA
2020-04-14T00:00:00Z,Androy,0,0,NA
2020-04-14T00:00:00Z,Anosy,0,0,NA
2020-04-14T00:00:00Z,Atsimo-Andrefana,0,0,NA
2020-04-14T00:00:00Z,Atsimo-Atsinanana,0,0,NA
2020-04-14T00:00:00Z,Atsinanana,0,0,NA
2020-04-14T00:00:00Z,Betsiboka,0,0,NA
2020-04-14T00:00:00Z,Boeny,0,0,NA
2020-04-14T00:00:00Z,Bongolava,0,0,NA
2020-04-14T00:00:00Z,Diana,0,0,NA
2020-04-14T00:00:00Z,Ihorombe,0,0,NA
2020-04-14T00:00:00Z,Itasy,0,0,NA
